parcode,trial,choice,rt,item_left,item_right
1,910,1,2970.0,0,2
1,911,-1,1070.0,1,0
1,912,-1,940.0,2,2
1,913,-1,2280.0,1,0
1,914,1,2390.0,1,2
1,915,1,1530.0,1,3
1,916,1,6550.0,0,0
1,917,1,1710.0,0,2
1,918,-1,900.0,3,0
1,919,1,1410.0,1,2
1,920,1,880.0,0,3
1,921,-1,4100.0,2,2
1,922,1,1610.0,0,1
1,923,1,2080.0,0,1
1,924,-1,1490.0,2,1
1,925,1,9370.0,2,2
1,926,-1,2540.0,2,2
1,927,1,1430.0,0,2
1,928,-1,970.0,3,1
1,929,-1,1410.0,2,0
1,930,1,2410.0,1,2
1,931,1,2050.0,1,2
1,932,-1,12740.0,0,0
1,933,1,1870.0,0,3
1,934,-1,2700.0,1,0
1,935,-1,3340.0,3,2
1,936,-1,1420.0,3,2
1,937,-1,2050.0,2,0
1,938,1,1170.0,0,2
1,939,-1,1180.0,2,0
1,940,1,4590.0,1,2
1,941,-1,1790.0,1,0
1,942,-1,1980.0,1,0
1,943,1,1030.0,0,1
1,944,1,20780.0,1,1
1,945,1,3130.0,0,1
1,946,-1,1180.0,2,0
1,947,1,2570.0,1,2
1,948,1,860.0,0,3
1,949,-1,1550.0,3,1
1,950,-1,2150.0,2,1
1,951,1,1790.0,0,1
1,952,-1,5430.0,2,2
1,953,1,780.0,1,3
1,954,1,1340.0,2,3
1,955,-1,11530.0,2,2
1,956,-1,1960.0,2,1
1,957,1,3380.0,1,2
1,958,1,1340.0,0,2
1,959,1,1210.0,0,3
1,960,-1,710.0,3,0
1,961,-1,1460.0,2,0
1,962,1,4170.0,0,1
1,963,1,2250.0,1,2
1,964,-1,2050.0,1,0
1,965,1,4180.0,1,1
1,966,-1,3410.0,3,2
1,967,1,1130.0,2,3
1,968,1,1690.0,0,2
1,969,1,1020.0,1,3
1,970,-1,2590.0,1,0
1,971,1,1470.0,0,2
1,972,1,1440.0,1,3
1,973,-1,2890.0,2,2
1,974,1,660.0,0,3
1,975,-1,4040.0,1,0
1,976,-1,6800.0,0,0
1,977,-1,1550.0,2,1
1,978,-1,3470.0,1,1
1,979,1,2930.0,1,2
1,980,-1,1240.0,3,1
1,981,-1,2910.0,2,2
1,982,-1,2170.0,1,0
1,983,-1,14380.0,2,2
1,984,-1,1600.0,2,0
1,985,-1,2910.0,3,2
1,986,1,2610.0,1,2
1,987,1,1640.0,2,3
1,988,1,1790.0,0,3
1,989,1,810.0,0,2
1,990,1,2160.0,0,2
1,991,-1,580.0,3,0
1,992,1,1400.0,0,1
1,993,1,840.0,1,3
1,994,1,1700.0,0,1
1,995,-1,5200.0,0,0
1,996,-1,10350.0,1,1
1,997,-1,1590.0,2,1
1,998,1,4090.0,1,2
1,999,1,1300.0,1,3
1,1000,-1,2690.0,1,0
1,1001,-1,2450.0,3,2
1,1002,1,1710.0,0,2
1,1003,1,2980.0,1,2
1,1004,-1,1110.0,3,0
1,1005,1,5560.0,0,0
1,1006,-1,1630.0,2,1
1,1007,1,2160.0,0,1
1,1008,-1,10730.0,0,0
1,1009,1,1080.0,0,2
1,1010,1,1340.0,0,2
1,1011,-1,2940.0,1,0
1,1012,-1,3070.0,1,0
1,1013,-1,1450.0,2,0
1,1014,-1,9340.0,0,0
1,1015,1,1390.0,0,2
1,1016,1,980.0,1,3
1,1017,1,5280.0,1,1
1,1018,-1,1470.0,2,2
1,1019,-1,1270.0,1,0
1,1020,1,3610.0,1,2
1,1021,-1,1360.0,3,1
1,1022,1,1640.0,0,2
1,1023,1,4210.0,2,3
1,1024,1,20360.0,1,1
1,1025,-1,2390.0,2,2
1,1026,1,800.0,0,2
1,1027,1,5310.0,2,2
1,1028,-1,1840.0,2,0
1,1029,-1,7340.0,0,0
1,1030,-1,2000.0,1,0
1,1031,-1,2410.0,3,2
1,1032,-1,1890.0,1,0
1,1033,1,1880.0,1,2
1,1034,-1,1390.0,2,1
1,1035,1,3030.0,0,1
1,1036,1,790.0,0,3
1,1037,-1,1280.0,2,1
1,1038,1,2590.0,0,1
1,1039,1,2780.0,2,3
1,1040,1,3410.0,2,3
1,1041,1,2540.0,1,2
1,1042,-1,890.0,2,0
1,1043,-1,1950.0,2,0
1,1044,1,1130.0,1,2
1,1045,-1,740.0,2,0
1,1046,-1,3420.0,2,1
1,1047,-1,1520.0,2,0
1,1048,-1,2270.0,1,0
1,1049,-1,870.0,3,0
1,1050,-1,1260.0,2,0
1,1051,1,1610.0,0,1
1,1052,1,1070.0,2,3
1,1053,-1,4930.0,2,1
1,1054,-1,1040.0,2,0
1,1055,1,860.0,1,3
1,1056,-1,4270.0,1,1
1,1057,-1,2300.0,2,1
1,1058,1,940.0,1,3
1,1059,1,1820.0,1,2
1,1060,-1,2430.0,3,2
1,1061,1,2030.0,1,2
1,1062,1,2710.0,0,1
1,1063,-1,2240.0,1,0
1,1064,-1,640.0,3,0
1,1065,1,730.0,0,3
1,1066,-1,2470.0,1,0
1,1067,1,1020.0,1,3
1,1068,-1,1780.0,3,1
1,1069,1,2690.0,0,1
1,1070,-1,1940.0,3,2
1,1071,-1,1550.0,3,1
1,1072,-1,910.0,3,0
1,1073,1,1830.0,1,2
1,1074,-1,4110.0,2,2
1,1075,1,850.0,0,3
1,1076,1,1030.0,0,3
1,1077,1,1060.0,0,2
1,1078,1,1960.0,0,1
1,1079,-1,1570.0,3,1
1,1080,1,7580.0,1,1
1,1081,-1,2640.0,2,1
1,1082,-1,560.0,2,1
1,1083,1,1010.0,0,2
1,1084,1,3720.0,0,1
1,1085,1,9670.0,2,2
1,1086,-1,1020.0,2,0
1,1087,-1,1610.0,2,1
1,1088,1,1330.0,0,2
1,1089,-1,17040.0,0,0
1,1090,-1,5210.0,0,0
1,1091,-1,1230.0,3,0
1,1092,1,830.0,0,3
1,1093,-1,2060.0,2,0
1,1094,1,1100.0,0,1
1,1095,1,3370.0,0,1
1,1096,-1,1870.0,2,0
1,1097,-1,1690.0,1,0
1,1098,-1,3230.0,2,1
1,1099,1,1740.0,0,1
1,1100,1,1530.0,0,2
1,1101,-1,1590.0,2,1
1,1102,-1,6210.0,1,1
1,1103,1,2100.0,2,3
1,1104,1,1590.0,2,2
1,1105,-1,18350.0,2,2
1,1106,1,7680.0,1,1
1,1107,1,2400.0,2,3
1,1108,1,960.0,0,2
1,1109,1,1090.0,0,2
1,1110,-1,1230.0,2,0
1,1111,-1,2100.0,2,1
1,1112,1,1290.0,0,3
1,1113,-1,1250.0,3,1
1,1114,1,1820.0,2,3
1,1115,1,1960.0,1,2
1,1116,-1,1960.0,3,2
1,1117,1,2320.0,0,1
1,1118,-1,26270.0,0,0
1,1119,-1,520.0,3,1
1,1120,1,1650.0,0,1
1,1121,1,1950.0,0,1
1,1122,-1,2350.0,2,1
1,1123,1,1660.0,0,2
1,1124,1,2250.0,2,3
1,1125,1,1540.0,0,1
1,1126,-1,1090.0,2,0
1,1127,1,2270.0,1,2
1,1128,-1,1360.0,3,1
1,1129,-1,16970.0,0,0
1,1130,-1,1080.0,3,1
1,1131,-1,970.0,3,0
1,1132,-1,1450.0,2,0
1,1133,1,2880.0,1,2
1,1134,-1,2130.0,2,2
1,1135,1,1230.0,0,2
1,1136,-1,2410.0,3,2
1,1137,-1,17170.0,1,1
1,1138,-1,5780.0,2,1
1,1139,1,1800.0,0,2
1,1140,-1,1750.0,3,2
1,1141,-1,2400.0,2,2
1,1142,1,1980.0,1,2
1,1143,-1,1380.0,2,0
1,1144,1,950.0,2,2
1,1145,1,2050.0,0,1
1,1146,-1,1320.0,2,1
1,1147,1,2050.0,1,2
1,1148,-1,2810.0,2,1
1,1149,1,1080.0,0,2
1,1150,1,1730.0,1,3
1,1151,1,1540.0,0,2
1,1152,1,1250.0,1,3
1,1153,1,1140.0,0,2
1,1154,-1,1730.0,2,0
1,1155,-1,1440.0,2,0
1,1156,-1,1820.0,1,0
1,1157,-1,2370.0,2,1
1,1158,1,2690.0,0,1
1,1159,-1,1110.0,2,0
1,1160,-1,4000.0,1,0
1,1161,1,1220.0,0,2
1,1162,-1,2960.0,2,1
1,1163,1,1190.0,1,3
1,1164,-1,740.0,2,0
1,1165,1,810.0,0,3
1,1166,-1,1070.0,2,0
1,1167,1,2300.0,1,2
1,1168,-1,1440.0,3,0
1,1169,-1,1300.0,2,0
1,1170,1,3050.0,1,2
1,1171,-1,8690.0,1,1
1,1172,1,1630.0,0,1
1,1173,-1,2530.0,1,0
1,1174,1,1280.0,0,2
1,1175,-1,790.0,3,0
1,1176,1,2610.0,0,1
1,1177,1,1150.0,1,3
1,1178,-1,1690.0,3,2
1,1179,-1,690.0,3,0
1,1180,1,2210.0,1,1
1,1181,-1,3450.0,1,0
1,1182,-1,1270.0,2,1
1,1183,-1,1370.0,2,0
1,1184,1,1880.0,1,2
1,1185,-1,510.0,3,0
1,1186,1,1580.0,2,3
1,1187,1,4890.0,0,1
1,1188,1,1720.0,0,2
1,1189,-1,910.0,2,0
1,1190,-1,1660.0,2,1
1,1191,1,7320.0,0,0
1,1192,1,2420.0,1,2
1,1193,-1,2120.0,3,2
1,1194,1,2600.0,0,1
1,1195,1,3610.0,0,1
1,1196,-1,2970.0,1,0
1,1197,1,640.0,1,3
1,1198,-1,2420.0,1,0
1,1199,1,17790.0,2,2
1,1200,-1,1280.0,3,1
1,1201,-1,2280.0,3,2
1,1202,1,850.0,0,3
1,1203,-1,1900.0,2,1
1,1204,-1,2200.0,1,1
1,1205,1,2400.0,1,2
1,1206,-1,1620.0,1,0
1,1207,-1,1610.0,3,1
1,1208,1,1480.0,1,2
1,1209,-1,1930.0,1,0
1,1210,1,780.0,1,3
1,1211,-1,1130.0,3,0
1,1212,1,2150.0,1,2
1,1213,-1,41100.0,0,0
1,1214,1,1420.0,0,2
1,1215,-1,1930.0,3,2
1,1216,1,1010.0,0,2
1,1217,-1,3080.0,2,1
1,1218,-1,3140.0,3,2
1,1219,-1,1110.0,3,1
1,1220,-1,1430.0,3,0
1,1221,1,3220.0,1,2
1,1222,1,2060.0,1,2
1,1223,-1,2120.0,3,1
1,1224,1,2120.0,0,1
1,1225,1,5180.0,0,0
1,1226,1,1310.0,2,3
1,1227,-1,2430.0,1,0
1,1228,1,1130.0,1,3
1,1229,1,2390.0,0,1
1,1230,1,1050.0,1,2
1,1231,-1,4020.0,2,1
1,1232,-1,2520.0,1,0
1,1233,1,900.0,0,3
1,1234,-1,3350.0,1,0
1,1235,-1,9760.0,1,1
1,1236,1,790.0,0,3
1,1237,-1,950.0,3,0
1,1238,-1,690.0,3,0
1,1239,1,3420.0,2,3
1,1240,-1,3190.0,2,1
1,1241,-1,14820.0,1,1
1,1242,-1,4050.0,1,1
1,1243,-1,7180.0,0,0
1,1244,-1,4010.0,1,0
1,1245,-1,3830.0,3,2
1,1246,-1,1160.0,1,0
1,1247,1,1140.0,0,2
1,1248,1,2440.0,2,2
1,1249,1,1460.0,0,1
1,1250,-1,3460.0,1,0
1,1251,1,2090.0,1,2
1,1252,1,890.0,0,3
1,1253,1,1640.0,0,1
1,1254,1,1060.0,1,2
1,1255,1,930.0,0,2
1,1256,1,1180.0,0,2
1,1257,1,1320.0,0,2
1,1258,-1,1540.0,1,0
1,1259,-1,1170.0,2,0
1,1260,1,1050.0,0,3
1,1261,-1,3110.0,2,1
1,1262,1,3690.0,2,3
1,1263,-1,2280.0,3,1
1,1264,-1,19480.0,0,0
1,1265,1,1140.0,1,3
1,1266,-1,1700.0,2,1
1,1267,1,3080.0,1,2
1,1268,-1,1670.0,3,1
1,1269,1,920.0,0,3
1,1270,-1,610.0,2,0
1,1271,1,1360.0,0,2
1,1272,-1,450.0,3,1
1,1273,1,960.0,2,3
1,1274,-1,2610.0,1,0
1,1275,-1,1600.0,2,0
1,1276,-1,1680.0,2,1
1,1277,-1,2940.0,2,2
1,1278,-1,1650.0,2,0
1,1279,-1,870.0,2,1
1,1280,-1,1910.0,3,2
1,1281,1,1610.0,0,1
1,1282,1,1530.0,2,3
1,1283,1,1090.0,1,3
1,1284,1,10550.0,1,1
1,1285,-1,35610.0,0,0
1,1286,1,800.0,0,3
1,1287,1,1500.0,0,1
1,1288,-1,1260.0,2,0
1,1289,1,2820.0,1,2
1,1290,1,1130.0,1,3
1,1291,-1,950.0,2,0
1,1292,-1,1120.0,2,0
1,1293,1,1460.0,0,2
1,1294,1,790.0,0,1
1,1295,-1,2640.0,1,0
1,1296,-1,1590.0,2,1
1,1297,-1,840.0,3,0
1,1298,-1,2270.0,2,1
1,1299,-1,1530.0,2,0
1,1300,-1,2070.0,1,0
1,1301,-1,2030.0,3,2
1,1302,-1,3340.0,1,0
1,1303,1,2290.0,0,1
1,1304,1,2270.0,1,2
1,1305,-1,3740.0,1,0
1,1306,1,1110.0,1,2
1,1307,1,1460.0,2,3
1,1308,1,1580.0,1,2
1,1309,-1,860.0,3,0
1,1310,-1,2760.0,2,2
1,1311,1,7740.0,0,0
1,1312,-1,1050.0,2,0
1,1313,-1,2620.0,2,1
1,1314,1,1740.0,1,3
1,1315,-1,1290.0,2,0
1,1316,-1,1450.0,3,0
1,1317,-1,1170.0,3,1
1,1318,1,2240.0,1,2
1,1319,-1,1470.0,3,1
1,1320,1,1250.0,1,2
1,1321,-1,1270.0,2,0
1,1322,1,1830.0,1,2
1,1323,1,1160.0,0,2
1,1324,-1,1480.0,1,0
1,1325,-1,1460.0,3,1
1,1326,-1,6920.0,1,1
1,1327,-1,14680.0,1,1
1,1328,1,1030.0,1,3
1,1329,-1,1380.0,3,0
1,1330,1,1910.0,0,1
1,1331,-1,2350.0,1,0
1,1332,1,1310.0,0,2
1,1333,-1,3410.0,2,2
1,1334,-1,1800.0,2,1
1,1335,-1,4030.0,1,0
1,1336,1,1420.0,0,2
1,1337,1,1530.0,1,3
1,1338,-1,2120.0,3,1
1,1339,1,1210.0,0,1
1,1340,-1,1340.0,3,1
1,1341,-1,790.0,3,0
1,1342,1,2460.0,0,1
1,1343,-1,1950.0,2,1
1,1344,-1,1500.0,3,1
1,1345,1,14580.0,1,1
1,1346,1,4220.0,2,3
1,1347,1,3280.0,1,2
1,1348,1,1050.0,0,3
1,1349,1,3970.0,1,2
1,1350,1,1150.0,0,2
1,1351,-1,2760.0,2,2
1,1352,-1,3040.0,2,1
1,1353,-1,1740.0,2,1
1,1354,-1,3470.0,0,0
1,1355,-1,4140.0,1,0
1,1356,-1,1340.0,3,2
1,1357,-1,2230.0,1,0
1,1358,-1,1600.0,1,0
1,1359,1,3320.0,1,2
1,1360,1,6430.0,2,2
1,1361,1,860.0,0,3
1,1362,-1,3550.0,1,0
1,1363,1,4370.0,2,3
1,1364,-1,850.0,3,0
1,1365,-1,830.0,2,0
1,1366,-1,1640.0,2,0
1,1367,1,1900.0,0,1
1,1368,1,2350.0,2,3
1,1369,-1,1210.0,2,1
1,1370,1,7640.0,2,2
1,1371,1,600.0,0,3
1,1372,1,4100.0,1,2
1,1373,1,1930.0,0,2
1,1374,1,5500.0,2,3
1,1375,1,2460.0,0,1
1,1376,-1,3050.0,2,2
1,1377,1,1640.0,2,3
1,1378,1,1020.0,1,3
1,1379,-1,2980.0,1,0
1,1380,-1,1240.0,2,1
1,1381,1,4830.0,2,2
1,1382,1,1500.0,2,3
1,1383,1,860.0,0,2
1,1384,-1,1460.0,2,0
1,1385,1,1320.0,1,3
1,1386,1,1020.0,0,2
1,1387,-1,1340.0,2,0
1,1388,1,1740.0,1,2
1,1389,-1,3380.0,0,0
1,1390,1,17990.0,1,1
1,1391,1,1530.0,0,1
1,1392,-1,850.0,3,1
1,1393,1,1630.0,1,3
1,1394,-1,2050.0,1,0
1,1395,-1,7380.0,0,0
1,1396,-1,3730.0,2,1
1,1397,-1,1250.0,2,0
1,1398,-1,1060.0,3,1
1,1399,1,8770.0,2,2
1,1400,1,16510.0,1,1
1,1401,1,1980.0,0,1
1,1402,-1,1220.0,3,0
1,1403,1,1030.0,0,2
1,1404,1,1630.0,1,2
1,1405,-1,1700.0,2,0
1,1406,1,1620.0,0,1
1,1407,1,1240.0,0,2
1,1408,-1,2580.0,1,0
1,1409,-1,890.0,3,1
1,1410,-1,1380.0,3,2
1,1411,1,3600.0,1,1
1,1412,1,5400.0,1,1
1,1413,1,4200.0,1,2
1,1414,1,1030.0,1,2
1,1415,-1,810.0,3,1
1,1416,-1,1310.0,2,0
1,1417,-1,3580.0,3,2
1,1418,1,850.0,0,2
1,1419,1,1750.0,0,1
1,1420,-1,1420.0,2,0
1,1421,1,1760.0,0,2
1,1422,1,9490.0,2,2
1,1423,-1,1650.0,1,0
1,1424,-1,2130.0,1,0
1,1425,1,1180.0,0,2
1,1426,1,3650.0,0,1
1,1427,-1,2820.0,2,1
1,1428,-1,1370.0,2,0
1,1429,-1,2040.0,3,2
1,1430,-1,2850.0,1,1
1,1431,1,740.0,0,3
1,1432,-1,1090.0,2,1
1,1433,-1,950.0,3,1
1,1434,-1,1780.0,1,0
1,1435,1,1730.0,1,2
1,1436,1,2630.0,0,1
1,1437,-1,1000.0,2,0
1,1438,-1,1320.0,3,1
1,1439,-1,1250.0,3,2
1,1440,1,2630.0,0,0
1,1441,-1,1100.0,2,0
1,1442,-1,2860.0,0,0
1,1443,1,2070.0,0,1
1,1444,1,1670.0,0,2
1,1445,1,2380.0,2,3
1,1446,1,1330.0,0,1
1,1447,1,2730.0,0,1
1,1448,-1,2260.0,0,0
1,1449,1,3070.0,0,1
1,1450,-1,3310.0,1,0
1,1451,1,2330.0,1,2
1,1452,1,1390.0,0,1
1,1453,-1,1040.0,2,0
1,1454,1,1080.0,0,3
1,1455,-1,1430.0,3,2
1,1456,-1,9870.0,1,1
1,1457,-1,8160.0,2,2
1,1458,-1,10260.0,1,1
1,1459,1,880.0,0,2
1,1460,1,1030.0,0,2
1,1461,-1,4170.0,2,1
1,1462,1,1300.0,0,2
1,1463,-1,1770.0,2,0
1,1464,1,990.0,0,2
1,1465,-1,1470.0,2,0
1,1466,-1,730.0,3,0
1,1467,1,4450.0,0,1
1,1468,-1,2370.0,1,0
1,1469,1,1310.0,0,1
1,1470,1,1510.0,1,2
1,1471,1,1220.0,1,3
1,1472,-1,650.0,3,0
1,1473,1,9240.0,0,0
1,1474,-1,2110.0,2,0
1,1475,1,3700.0,1,2
1,1476,1,3300.0,0,1
1,1477,-1,24640.0,0,0
1,1478,-1,2460.0,3,2
1,1479,-1,920.0,2,1
1,1480,1,1670.0,0,2
1,1481,-1,2150.0,3,2
1,1482,-1,880.0,3,0
1,1483,-1,680.0,3,0
1,1484,-1,3510.0,1,0
1,1485,-1,1570.0,2,1
1,1486,-1,2120.0,1,0
1,1487,1,850.0,1,3
1,1488,1,2630.0,1,2
1,1489,1,750.0,0,3
1,1490,-1,4830.0,1,0
1,1491,1,3290.0,0,2
1,1492,1,2090.0,1,2
1,1493,-1,1760.0,2,1
1,1494,1,1990.0,1,2
1,1495,-1,3740.0,1,0
1,1496,1,970.0,0,3
1,1497,-1,1190.0,2,0
1,1498,-1,2980.0,1,0
1,1499,-1,21310.0,0,0
1,1500,-1,2540.0,2,1
